Year,Component,Name_indicator,Indicator,Cluster type,Cluster id,Cluster,Target_year,Expected end year,End_year_achieved,Expected narrative,Achieved narrative,Cluster Link
2024,PDO,(2024-2025) PDO Indicator 4:  Enhanced climate information services and/or validated climate-smart agriculture technologies originating in one SSA country are increasingly being made accessible in other SSA countries. (Number) ​,PDO Indicator 4,Regional,102080,EA,4,4,4,"- The Flash flood forecasting tool/system configured, tested and used in Ethiopia is now accessible to other IGAD countries. Report under preparation. 

Other ongoing initiatives include: 
-  Zambia Acceleration Program expanded to other countries: Over the past 5 years, the CGIAR has built a robust science-based agribusiness acceleration portfolio catalyzed by the AICCRA Zambia Acceleration Program with the aim of transforming food systems by strengthening agribusiness ecosystems in place-based contexts. IWMI and partners have developed a comprehensive, science-based methodology for strengthening agribusiness ecosystems under the AICCRA project which involves the co-design, validation and scaling of innovation bundles. This approach has been refined through the CGIAR’s Ukama Ustawi Initiative, and the model is being expanded to Zimbabwe, Uganda, Rwanda, Tanzania, Kenya and Malawi. In addition, the model has been scaled within CGIAR’s Fragility, Conflict and Migration (FCM) initiative, expanding agribusiness acceleration to fragile and conflict-affected areas.

- Gender-responsive bundled small ruminant CSA innovations, including feeding, breeding, health, and market product quality-enhancing technologies (Smart-Packs) developed for Ethiopia will be made accessible in other SSA countries

- The Agricultural Stress Index System (ASIS) customized for Ethiopia to improve drought monitoring and forecasting tool will be made accessible for Malawi","1- The Weather Research and Forecasting Hydrological (WRF-HYDRO)-based flash flood forecasting model/tool/system configured, tested and used in Ethiopia was made accessible to facilitate spillover in three Greater Horn of Africa (GHoA) countries: South Sudan, Somalia, and Sudan. (D25607)

2- The Sub-seasonal forecasting using the Python-based climate predictability tool (PYCPTR V2.8) which bridges the forecasting gap between short-term weather and seasonal prediction in the ESA region was made accessible for; i) Five Eastern countries: Somalia, Sudan, Uganda, Djibouti, South Sudan; and ii) Eight Southern Africa countries: Zimbabwe, Botswana, Malawi, Mozambique, Lesotho, Madagascar, South Africa and Namibia. (D25616)

3- The Climate-Agriculture Modeling Decision Tool (CAMDT) developed for Zimbabwe was made accessible for spillover to Malawi upon a request by the Ministry of Agriculture (Department of Land Resource Conservation) of Malawi through hands-on-capacity building training conducted by CCARDESA and AICCRA. The training workshop was held in Lilongwe, Malawi, in December 2024 and attended by over 20 professionals from the Lilongwe University of Agricultural Research (LUANAR), Ministry of Agriculture Department of Land Resources Conservation, the Department of Climate Change and Meteorological Services (DCCMS) and other relevant departments. (D25603)",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35771&edit=true&phaseID=425
2024,KS,"(2024-2025) IPI 1.1: Climate-relevant knowledge products, decision-making tools and advisory services created or enhanced, including GSI dimensions (Number)​",IPI 1.1,Regional,102086,WA,10,10,17,"The cluster has produced 03 journal articles and contributed to 01 journal article led by Theme 1 (D26503). One of the journal articles targeted gender and social inclusion dimension (D26501). The cluster has also contributed to 01 presentation reported by Theme 1 (D26459).

None of the knowledge products were led by the partners. Because the delay in the amendment of the PPAs with regional partners, the planned capacity building events could not be implemented. It was not possible for our regional partners to prefinance activities.","In 2024, the cluster has produced 17 knowledge products, including 04 Journal Articles, 02 Training Materials, 03 Info Note, 08 Reports. About 82% of the total knowledge products were led by the partners (AGRHYMET, CORAF, RUFORUM, WASCAL). The cluster has also contributed to 01 journal article led by Theme 1 (D26503). We reported selected KEY knowledge products out of the total knowledge products developed in 2024.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36443&edit=true&phaseID=425
2024,KS,(2024-2025) IPI 1.2: Regional Hub for Fertilizers and Soil Health established,IPI 1.2,Regional,102086,WA,0,0,0,"The Hub through its coordination unit and partners organized a workshop to prioritize the agreed 20 functions. It developed work plans for the 8 priority functions with roles and responsibilities through an Investment Plan.  As part of management and governance structures, an MoU with ECOWAS, a Service contract with OCP-Africa, and a Consortium Agreement among partners have been signed. Other components such as the Hub Advisory Committee ToR, Consortium Steering Committee (CSC) ToR, and Technical Coordination Team have been developed to help operationalize the Hub. Various positions have been identified, job descriptions for the Director position, and a recruiter strategy developed. To assess and identify gaps in the digitalization of soil maps and others, in-country scoping missions have been completed for Togo and Benin with other priority target countries planned for the 3rd and 4th quarter of 2024. A Survey of 10 priority target countries on needs and opportunities has been conducted. Additionally, a process to align the hub activities to major projects of consortium partners e.g Soil Values is a work in progress. 
The hub was officially launched at the Fertilizer Summit in Nairobi and the Official Opening was done in Ibadan, Nigeria where the consortium agreement was signed.","The establishment of the Regional Hub for Fertilizer and Soil Health (RHFSH) progressed significantly in 2024, guided by the leadership and technical direction of IITA. Key activities included:
1.	Environmental and Social Screening: Initial compliance with the World Bank Environmental and Social Standard (ESS) Framework enabled IITA to initiate physical renovations of the designated hub building at its headquarters in Ibadan.
2.	Recruitment and Staffing: Recruitment processes commenced for the Director, Senior Agronomist, Senior Data Scientist, and Junior Data Scientist, who will oversee the hub's operations.
3.	Governance and Consortium Framework: A Hub Advisory Committee was established, and a Consortium Agreement was signed with IITA, OCP Africa, ANPI, UM6P, and IFDC, aligning hub activities with the Priority Actions of the Lomé Declaration and its 10-year Road Map.
4.	Country Scoping and Prioritization: Scoping missions were conducted in priority countries, leading to the development of country engagement guidelines and the categorization of countries into three cohorts (waves 1, 2, and 3).

These actions confirm the establishment of the hub per its deliverables by 2024 and solidify its’s foundation, enhancing the capacity to drive sustainable fertilizer and soil health solutions across Sahel and West Africa",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36464&edit=true&phaseID=425
2024,KS,(2024-2025) IPI 1.3: New soil mapping generated by the Regional Hub for Fertilizer and Soil Health (Hectares)​,IPI 1.3,Regional,102086,WA,"1,000,000","500,000",0,"Initial discussions have been held in Togo and Benin, but final plans are pending other country visits in the 3rd and 4th quarter of 2024. Key stakeholder consultations are currently ongoing and it’s a precursor to developing agreements for soil data assembling, generation, and standardization. This is a key component of Hub to be delivered once the sub-grant is finalized with the International Soil Reference and Information Centre (ISRIC) following the initial flow of funds. Based on the above, this might therefore affect the initial target of 1,000,000 hectares and will likely be revised to 500,000 hectares. The difference will be added to the end-of-year target for 2025.","Significant progress was made in 2024 with strong partnership engagement across the region which culminated to Priority setting from in-country workshops in Benin, Burkina Faso, Liberia, Mali, Niger, Senegal, Sierra Leone and Togo. These workshops highlighted digital soil mapping as a key input for Top 3 priority projects in all the countries above stressing the critical need to advance discussions to fill this gap. Below are activities initiated with stakeholders as part generating and assembling soil data to develop digital soil maps for the sub-region;
1. Priority setting from in-country workshops highlighted digital soil mapping as a key input for Top-3 priority projects in Benin, Burkina Faso, Liberia, Mali, Niger, Senegal, Sierra Leone and Togo.
2. Primary and secondary soil data assembled to generate Soil maps.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36485&edit=true&phaseID=425
2024,KS,(2024-2025) IPI 1.4: Appropriate fertilizer nutrient requirements developed for specific crop and soil combinations within prioritized target areas (Hectares)​,IPI 1.4,Regional,102086,WA,"200,000","200,000",0,"This is still a work in progress and Key stakeholder consultations are currently ongoing, which is an antecedent to the delineation of target areas for the development of appropriate fertilizer nutrient requirements for specific crops and soils. Relevant data availability and assembling is a key component of the stakeholder consultation to populate the AgWise decision support framework. A sub-grant is finalized with the Country coordinating NARES and relevant partners involved following the initial flow of funds","As part of the function #7 activities to develop guidelines, collate data and run calibrations and validations;    Guidelines for min. data required for AgWise function were developed and Data from field trials, geo-spatial info, current practices, market prices collated by mid-year in 2024 with Data-driven calibration and validation of frameworks for models completed by end of November 2024.
On the development of fertilization models, by mid-year 2024, The Hub had developed a model based on deep dive into 1x priority Phase-1 country across 2x crops with Calibration and refinement of model using data from 2x other Phase-1 countries by the end of 2024",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=37595&edit=true&phaseID=425
2024,PD,"(2024-2025) IPI 2.1: Climate advisory platforms/ hubs launched/ strengthened, including their focus on gender and social inclusion (Number)",IPI 2.1,Regional,102086,WA,1,1,1,"At the end of the year, we will work to launch/strengthen one climate advisory platforms/hubs. The cluster will support the operationalization of AGRHYMET's Watch Room for climate monitoring and early action.","The cluster has contributing to the enhancement of RUFORUM Regional E-Learning Platform. Thanks to AICCRA support, RUFORUM has training the CIS/CSA course module developers on how to translate the course modules into E-Learning format or materials. Following the training workshop, the e-learning materials have been developed and uploaded on RUFORUM E-Learning Platform, thus enhancing the content and course modules available on the platform. In addition, uploading AICCRA CIS/CSA course modules on the platform will contribute to make accessible CIS and CSA knowledge to a large number of students across Africa.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36821&edit=true&phaseID=425
2024,PD,"(2024-2025) IPI 2.2: Capacity of regional organizations with PPAs to generate climate-relevant knowledge products, decision making tools and advisory services strengthened (% of IPI1.1)​",IPI 2.2,Regional,102086,WA,30,30,82,"At the end of the year, at least 30% of knowledge products developed by the cluster will be led by partners.","In 2024, about 82% of the total knowledge products were led by regional partners (AGRHYMET, CORAF, RUFORUM, WASCAL).",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36884&edit=true&phaseID=425
2024,PD,(2024-2025) IPI 2.3: People engaged in AICCRA-funded capacity development activities (Number) of which at least 30% are women,IPI 2.3,Regional,102086,WA,100,100,375,"We will continue the capacity building and training activities to stakeholders from the wide ECOWAS regions on the intervention domains of the regional programs (CIS, CSA, and education and policy). 
The cluster will strengthen and expand the capacity enhancement on NextGen (with AGRHYMET), on CSA concept and tools (CORAF), on CSV approach (with INSAH, a new partner), and CIS/CSA curricula in Africa (with WASCAL and RUFORUM).

Because the delay in the amendment of the PPAs with regional partners, the planned capacity building events could not be implemented. It was not possible for our regional partners to prefinance activities.","In 2024, the cluster has organized or co-organized 07 capacity building events to benefit regional institutions (CORAF, AGRHYMET, RUFORUM, WASCAL) as well as national institutions such as the National Agricultural Research and Extensions Systems (NARES) and National Meteorological and Hydrological Services (NMHS), university lecturers. About 309% of the participants were women. The capacity building events has benefited 375 participants from both AICCRA and non-AICCRA countries across Africa. Our partners (AGRHYMET, CORAF, RUFORUM and WASCAL) were lead in about 57% of the capacity building events. About 28% (04) of the training events were Training of Trainers (ToT), with multiplying potentials.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36926&edit=true&phaseID=425
2024,CSA,(2024-2025) IPI 3.2: Gender-smart climate information services and gender-smart climate-smart agriculture technologies reaching women through customized programs targeting their interests (Number) ​,IPI 3.2,Regional,102086,WA,0,0,1,"The cluster will support the implemented of the Gender Accelerator Program in West Africa. The implementation will build on the results and lessons learnt from the Gender Smart Accelerator program in Senegal. In addition, lessons learnt from the process including from the Gender Smart accelerator program will be promoted through our partnerships with CORAF, AGRHYMET, RUFORUM and WASCAL.","Building on the outcomes and lessons learnt from the Gender-Smart Accelerator program implementation in Senegal, the cluster will make accessible the program to FSRP countries in West Africa. We organized a regional event to introduce the concept of Gender-Smart Accelerator program and discuss and identify strategic actions to facilitate the replication of the Gender-Smart Accelerator program in FSRP countries.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36695&edit=true&phaseID=425
2024,CSA,"(2024-2025) IPI 3.3: Use or adaptation of AICCRA-funded climate-relevant knowledge products, decision-making tools and services stated and confirmed by surveyed partners and stakeholders, at least 40% (Percentage) ​",IPI 3.3,Regional,102086,WA,40,75,75,"Not Applicable. This target will be achieved through the annual survey. Our role will be to make sure that all our products, tools and services are integrated into the annual survey to enable all our partners to be able to provide meaningful responses. In our 2024 planning workshop, we present to the cluster's partners the results of 2023 annual survey for WA cluster. We discuss the results and the implications for the partners. We agreed on action points to increase institutional visibility of AICCRA partnership within each regional partner institutions, including creating having AICCRA updates in internal and external newsletters, a getting involved more staffs in AICCRA activities beyond focal points, and having a secondment to the focal points (a second person) in each institution.","The analysis 2024 AICCRA Partnership survey  indicated that 75% of the WA cluster partners and stakeholders have used the cluster's products, innovations and tools.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36737&edit=true&phaseID=425
2024,CSA,(2024-2025) IPI 3.4: Policy and investment decisions influenced by engagement and information dissemination by AICCRA funded partnerships and capacity building activities (Number),IPI 3.4,Regional,102086,WA,1,3,1,"The cluster has supported to finalize and validation of three policy documents:
i) the regional preparedness and response plan for managing pest and disease outbreaks in West Africa.
ii) the Gender Climate Action plan for agriculture sector in Senegal: the launch has been validated and endorsed by the ministry of agriculture. 
iii) The Agriculture Long-Term Strategy (LTS) for Ghana.
We will work with the partners to officially launch these policy documents and support the partners develop funding proposal to mobilize resources for the implementation of the policy instruments.","At the end this year, we achieve an important milestone, the launch of the Regional Pest and Disease Outbreak Preparedness and Response Plan in West and Central Africa. The achievement represents the end of a co-development process which started in 2022.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36800&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 1: Partners and stakeholders in the Project area increasingly accessing enhanced climate information services and/or validated climate-smart agriculture indicators (Numbers)​,PDO Indicator 1,Regional,102086,WA,2,2,5,"Through capacity building and engagement events, the cluster will make accessible enhanced climate information services and/or validated climate-smart agriculture technologies and innovations to INSAH, iGST Hub, and ROPPA, the regional farmers organizations in West Africa 

Because the delay in the amendment of the PPAs with regional partners, the planned capacity building events could not be implemented. It was not possible for our regional partners to prefinance activities. 

We are currently developing a new partnership with INSAH (Institut du Sahel) to expand climate-smart innovations to benefit countries in the West Africa Sahel and expanding the existing partnership with WASCAL to cover new thematic, involving WASCAL Competence center in Ouagadougou.","Through AICCRA engagement and capacity development, the cluster has enabled:
i) 14 National Meteorological and Hydrological Services (NMHSs) from 14 countries in West Africa and the Sahel to access a full range of new seasonal and sub-seasonal forecasting methodologies accessible through the in-house WAS_S2S tool (developed by AGRHYMET as part of AICCRA), enabling to generate timely and decision-relevant climate information for agricultural sectors.
ii) 24 NARS, NMHSs and NGOs from 08 countries in West Africa and the Sahel to access tools and methods implementing and managing a Climate-Smart Village (CSV) for scaling CSA technologies.
iii) 08 Implementation Units from 08 FSRP countries to access Gender-Smart Accelerator program.
iv) 07 Implementation Units from 07 FSRP countries to access CSA technologies and innovations in rice value chain.
v) 21 African universities from RUFORUM network with 09 CIS and CSA course modules",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36527&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 4:  Enhanced climate information services and/or validated climate-smart agriculture technologies originating in one SSA country are increasingly being made accessible in other SSA countries. (Number) ​,PDO Indicator 4,Regional,102086,WA,4,4,22,"At the end of the year, the cluster will make accessible CIS services and/or validated CSA technologies to at least four (04) non-AICCRA countries in West and Central Africa. Specific technologies and innovations validated by country cluster will be identified with each country cluster. We have targeted RiceAdvise (from Mali to Togo), Gender Accelerator program (from Theme 2 and Senegal), bio-fortified varieties (with Ghana). The cluster will support curricula revisions and mainstreaming of CIS/CSA curricula in university systems of spillover countries.

Because the delay in the amendment of the PPAs with regional partners, the planned capacity building events could not be implemented. It was not possible for our regional partners to prefinance activities.","Through AICCRA engagement and capacity development, the cluster has reached 22 unique non-AICCRA countries in West (11), Central (03), North (01), East and Southern (07) Africa. The non-AICCRA countries were reached with:
i) a full range of new seasonal and sub-seasonal forecasting methodologies accessible through the in-house WAS_S2S tool (developed by AGRHYMET as part of AICCRA), enabling to generate timely and decision-relevant climate information for agricultural sector
ii) tools and methods implementing and managing a Climate-Smart Village (CSV) for scaling CSA technologies
iii) Gender-Smart Accelerator program, in collaboration with Theme 2
iv) Six CSA technologies and innovations in rice value chain [RiceAdvice, Smart-Valleys, Alternate wetting and drying, Integrated rice-fish production, Solar-powered irrigation system (with a Pay as you go model), Climate-resilient rice varieties (drought, cold and submergence tolerant)] in collaboration with Mali cluster
v) All the 09 CSA and CIS course modules developed, in collaboration with ESA and Theme 4 clusters.

Some of these spillover countries were part of the FRSP program, and thus benefited from AICCRA support. Indeed, AICCRA engagement intentionally targeted FSRP countries a way to harness synergies between the two World Bank-funded programs.
Achievements in East and Southern Africa are shared with ESA and Theme 4 cluster.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=36611&edit=true&phaseID=425
2024,KS,"(2024-2025) IPI 1.1: Climate-relevant knowledge products, decision-making tools and advisory services created or enhanced, including GSI dimensions (Number)​",IPI 1.1,Theme,102077,Theme 2,15,16,16,"This will be achieved through a set of knowledge products on opportunities for sustainably scaling bundled business models, CSA investment decision making and risk analysis tools, strategic PPP framework for CSA and CIS delivery, agribusiness support, and adaptation tracking. Gender and social inclusion dimensions will be integrated in through building on the Gender-Smart Investing Roadmap and developing customized activities that target women and youth. 

We will deliver: 2 CSA Investment Plans (for Ethiopia -already launched- and Senegal), 8 reports, at least 2 briefs, 4 training/cap development materials for scaling and monitoring CSA/CIS impacts and an engagement model for Agribusinesses and CSA scientists.","The end-of year target the target set by PMC was achieved with 16 knowledge products and advisory tools generated in 2024: 5 reports; 4 training materials, 3 journal articles, 3 briefs and 2 synthetizing blog posts.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=33480&edit=true&phaseID=425
2024,KS,(2024-2025) IPI 1.2: Regional Hub for Fertilizers and Soil Health established,IPI 1.2,Theme,102077,Theme 2,0,0,0,Not applicable,This cluster was not expected to contribute to this IPI (the innovation currently mapped corresponds to an old reporting cylce),https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=41444&edit=true&phaseID=425
2024,PD,(2024-2025) IPI 2.3: People engaged in AICCRA-funded capacity development activities (Number) of which at least 30% are women,IPI 2.3,Theme,102077,Theme 2,300,887,849,"This will be achieved through building capacity of a range of partners on topics including SME technical assistance, tools for M&E systems, and national/regional organizations to operationalize AICCRA's Scaling framework.  

Specific activities will focus on:
- the scaling framework at country (D25764) and regional level focusing on country teams and partners (D25765); 
- Strategic public-private partnership framework for Sustainable CSA and CIS delivery (D25869)
- Integrating Early warning systems and CSA (D25872)

For Ag-SMEs:
- Monitoring frameworks and impact data protocols and support pack for impact measurement and tracking (D26326; D26328)
- Bootcamp in collaboration with ITC in the cashew nut value chain in Senegal (D26458) 
- Women agri-entrepreneurs cross-learning (D25707) and the AICCRA CSA/CIS knowledge, resources and technical assistance through the WIC 2024 Women's Investor Forum to increase access to finance and knowledge exchange on lessons learned and recommendations on gender impact assessment of gender-responsive CSA investments (D25742);  

The Aggregator Growth Development and Investment Program (AGDIP) work will focus on strengthening capacities of ecosystem actors such as cooperatives and farmer-facing organizations to access finance and uptake bundled CSA & CIS solutions (D25734). 
Last but not least, we will enhance local CSA stakeholders' capacity to lead Climate Action (D26310)","A range of partners were trained in 2024 through various activities (see answer to 4 below), with the achieved value exceeding the target set by PMC.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=33606&edit=true&phaseID=425
2024,CSA,"(2024-2025) IPI 3.3: Use or adaptation of AICCRA-funded climate-relevant knowledge products, decision-making tools and services stated and confirmed by surveyed partners and stakeholders, at least 40% (Percentage) ​",IPI 3.3,Theme,102077,Theme 2,40,40,80,"By the year end we expect to have at least 40% of our new CSA/CIS related DTS, knowledge/capacity building products, business models or innovative climate risk screening and monitoring approaches been used or adapted by AICCRA partners and next users.  Some of those potential users include SMEs and private sector actors, the WB, NARS and national regional and continental groups of negotiators which are going to actively participate in co-creation processes, piloting novel financial models and/or receiving tailored technical assistance. This approach and ongoing engagement with the partners, will ensure that we will achieve or surpass our annual target.","By the end of 2024, ca. 80% of our diverse range of partners and next users (SMEs, government, NARS, private actors) reported having used at least one of our five Theme 2 products/services delivered along the year, as supported by the centrally manage Partnership Satisfaction survey (to be uploaded by the MELIA Team).

Those products included: 
1)  Impact Measurement and Tracking for Agribusinesses in the Rwanda Accelerator Program
2)  CGIAR Accelerators for Women Agri-Entrepreneurs/Contribution to WIC's 2024 Women's Investor Forum 
3) Learning and Knowledge Regional Exchange for multistakeholders on CSA investment planning (Kenya, Ethiopia and Zambia) 
4) Training on developing bankable CSA related proposals at subnational level in Kenya
5) Technical assistance provided to farmers, ecosystem actors and value chain participants of the Kenya Cooperative Development and Investment Program (KCDIP)-Sorghum Value Chain Project, on identifying and managing climate risks through various CSA practices.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=33417&edit=true&phaseID=425
2024,CSA,(2024-2025) IPI 3.4: Policy and investment decisions influenced by engagement and information dissemination by AICCRA funded partnerships and capacity building activities (Number),IPI 3.4,Theme,102077,Theme 2,2,2,3,"Co-organization of in country Agribusiness dealrooms in one of AICCRA focus countries on preparation of annual AGRF

Through strategic partnerships with private and public stakeholders alongside AICCRA country clusters, we seek to influence and catalyze capital investment towards high-potential value chains in food systems for sustainable impact at multiple levels with a focus on farmers and gender. In particular, through the Aggregator Growth Development and Investment Program (AGDIP) we will focus on scaling growth stage ecosystem actors such as cooperatives and farmer-facing organisations by co-developing investment cases for financing bundled CSA & CIS solutions with key investment partners.

Through capacity building, knowledge exchanges and technical assistance provided to key ministries in Kenya and Ethiopia and the promotion of successful business cases and models (eg  wheat) we will also encourage investment in CSA initiatives and or policy decisions on downscaling to CSA investment planning to local level, fostering sustainable agricultural practices while addressing climate change challenges in EA and WA.","AICCRA innovative partnerships, engagement and capacity building activities influenced three major policy/investment decisions, surpassing the annual target:

* In Kenya, a novel partnership scheme brought together Shalem Investments (aggregator), Family Bank and DigiFarm (farmers’ financial risk and credit assessment) and ACRE Africa (insurance provider) and created a bundled financing product. This bundle included input financing, insurance, and mechanized services tailored to reduce climate risks, stabilize cash flows, and attract private sector investment for sorghum farmers. This financial product unlocked USD 520,800 credit line fostering access to a CSA bundled loan product (OICR 3577; D25734)

* AICCRA's successful collaboration with national partners such as the Ministry of Agriculture, Livestock and Food Sovereignty, Ministry of Environment and Ecological Transition, the Ministry of Finance led to develop the Senegal's CSAIP; a strategic framework to guide and structure the country's investments in the agricultural sector, addressing the challenges of climate change. Institutional endorsement and commitment to support the Senegal CSAIP's implementation was ratified at COP 29 [OICR3697; D26432; D26844]

* Technical Guidance provided to the Siaya county government in Kenya led to the selection of 22 projects for implementation under the Climate Change Resilience Investment Grant/ World Bank’s FLLoCA Program [D26311; OICR3651].",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=33438&edit=true&phaseID=425
2024,PDO,(2024-2025) PDO Indicator 1: Partners and stakeholders in the Project area increasingly accessing enhanced climate information services and/or validated climate-smart agriculture indicators (Numbers)​,PDO Indicator 1,Theme,102077,Theme 2,4,4,4,"This is being achieved in 2024 through capacity building, support to climate-smart accelerator programs, and collaborative engagements in targeted value chains within cooperatives working with country clusters. We will use agribusiness accelerator programs working with a range of approaches to increase partners' capacities to access and use CSA and CIS innovations and to support investment, specifically working with the (1) ITC for Senegal Agrifood businesses in the Cashew nut value chain and (2) the Women's Investment Club (WIC) to support SMEs led by women. Through the Theme 2-led Aggregators Growth Development and Investment Program (AGDIP) and working closely with (3) Shalem Investments, and (4) ACRE-Africa we will promote access, or sorghum farmers in Kenya, to AICCRA unique product bundling banks commercial risk capital, insurance services and CSA advisory services through the farmer-facing organizations. 

Additionally, we will work closely with the Ministries of Agriculture and Livestock and the CSA national platforms/fora in Kenya and Ethiopia to guide their investment decisions for locally led climate action in East Africa; and with Mercy Corps and CLIC to support agri-SMEs resilience impacts on their operations.","The planned target was achieved, backstopped by four Outcome impact cases.

AICCRA capacity building, innovative training materials [D26326], strategic support to climate-smart accelerator programs [D26324,] and collaborative engagements targeting scaling [D26834] through the Food System and the Rwanda Accelerator and Mercy Corp [D26327]) enabled 63 African agribusinesses to access and use impact measurement tools, positioning them to access finance and support climate adaptation and resilience [OICR 3546; D26829]. 

Under the Kenya Cooperative Development and Investment Program, AICCRA established an innovative partnerships scheme with Shalem Investments (aggregator), ACRE Africa (insurance provider) and DigiFarm (farmers’ financial risk and credit assessment) that unlocked USD 520,800 credit to support sorghum farmers' access to a tailored CSA bundled financing product [OICR 3577]. 

In collaboration with KALRO, MoA and IWMI, AICCRA addressed the demand for technical support expressed by the Siaya county and strengthen their capacities and refine 22 climate-resilient project proposals worth USD 1,025,021 [OICR 3651; OICR 3552].

In Senegal, AICCRA technical expertise, a broad stakeholder engagement, and the active involvement of the Ministry of Agriculture and the Ministry of Finance, played a pivotal role in the national ownership/validation, budgeting and official launch of the CSAIP laying the foundation for large-scale implementation [OICR 3697].",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=33291&edit=true&phaseID=425
2024,KS,"(2024-2025) IPI 1.1: Climate-relevant knowledge products, decision-making tools and advisory services created or enhanced, including GSI dimensions (Number)​",IPI 1.1,Theme,102084,Theme 1,6,6,9,"We will produce at least six knowledge products and tools in collaboration with partners in 2024. 
1) Policy brief led by CIFOR-ICRAF on the compilation and increased access of soil health data for evidence-based decisions on the impact of CSA and CIS (in progress)
2) Brief that will present findings from an assessment of policy and investment processes and AICCRA's offerings (in progress)
3) Brief on the new AU Great Green Wall Initiative Strategy (led by ILRI, complete D25863). 
4) Info note on knowledge gaps around livestock in Africa in AR6 (in progress, led by ILRI Th1 with contribution from Kenya cluster)
5) A practical guide to developing sectoral long-term strategies in collaboration with AGNES (in progress, led by ILRI)
6) A peer-reviewed article on decision support tools for agricultural adaptation in Africa (complete D26503, led by the Alliance)

Added at mid-year reporting:
7) A brief on the African Fertilizer and Soil Health Action Plan (complete D26461)","Theme 1 completed 9 knowledge products in 2024, many co-developed with our strategic partners. These are:

1) Brief on the new AU Great Green Wall Initiative Strategy (led by ILRI, D25863).
2) Info note on knowledge gaps around livestock in Africa in AR6 (led by ILRI, D25864)
3) A practical guide to developing sectoral long-term strategies in collaboration with AGNES (led by ILRI, D25875)
4) A peer-reviewed article on decision support tools for agricultural adaptation in Africa (D26503, led by the Alliance)
5) A brief on the African Fertilizer and Soil Health Action Plan (D26461)
6) A peer-reviewed article on livestock and climate change framing in East Africa (led by ILRI, D26860)
7) Co-developed brief on solutions for transforming Africa's food systems (with AUDA-NEPAD, D26861)
8) Best practice case studies of farmer-led adaptation (with EAFF, D26862)
9) Learning brief on establishment of the West Africa Soil Hub (under embargo pending comments from co-authors, D26863)",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=34509&edit=true&phaseID=425
2024,PD,(2024-2025) IPI 2.3: People engaged in AICCRA-funded capacity development activities (Number) of which at least 30% are women,IPI 2.3,Theme,102084,Theme 1,94,100,470,"In 2024 we will focus on building capacity on adaptation tracking, long-term planning and decision support tools (in collaboration with AGNES) and integrating farmer voices in climate change policy and negotiation processes (in collaboration with EAFF).","We have trained 470 people through our teaching efforts in the AGNES Climate Leadership Program (in units on long-term planning, decision support tools and adaptation monitoring and evaluation), by building capacity of farmer organization leaders on climate negotiation processes in collaboration with EAFF, and through our spillover activities with CIFOR-ICRAF in Malawi and Tanzania.",https://aiccra.marlo.cgiar.org/projects/AICCRA/contributionCrp.do?projectOutcomeID=35118&edit=true&phaseID=425
